PK,SK,name,hiragana,level,english,vietnamese,chinese,korean,indonesian,hindi,lexical_category,accent_up,accent_down,EntityType
WORD,2935,東アジア,ひがしアジア,15,East Asia,Đông Á,东亚,동아시아,Asia Timur,पूर्वी एशिया,noun,1,4,Word
WORD,2936,個性,こせい,11,individuality,cá tính,个性,개성,individualitas,व्यक्तित्व,noun,,1,Word
WORD,2937,検索,けんさく,12,search,tìm kiếm,检索,검색,pencarian,खोज,noun,1,,Word
WORD,2938,玉,たま,11,ball/sphere,quả cầu,"球, 珠",구슬,bola,गेंद,noun,1,,Word
WORD,2939,今後,こんご,10,from now on,từ nay về sau,今后,금후,selanjutnya,आगे,noun,1,,Word
WORD,2940,進化,しんか,12,evolution,tiến hóa,进化,진화,evolusi,विकास,noun,,1,Word
WORD,2941,発想,はっそう,11,idea/conception,ý tưởng,想法,발상,ide,विचार,noun,1,,Word
WORD,2942,現代,げんだい,12,modern age,hiện đại,现代,현대,zaman modern,आधुनिक युग,noun,,1,Word
WORD,2943,近年,きんねん,15,recent years,những năm gần đây,近年,근년,tahun-tahun belakangan,हाल के वर्ष,noun,,1,Word
WORD,2944,戦います,たたかいます,9,to fight,chiến đấu,战斗,싸우다,bertarung,लड़ना,verb5,1,5,Word
WORD,2945,当たります,あたります,13,to be hit,trúng,"击中, 命中","맞다, 부딪히다",terkena,मारा जाना,verb5,1,4,Word
WORD,2946,当てます,あてます,11,to hit,đánh trúng,击中,맞히다,memukul,मारना,verb1down,1,3,Word
WORD,2947,専攻,せんこう,14,major (field of study),chuyên ngành,"专攻,专业",전공,jurusan,मुख्य विषय,noun,1,,Word
WORD,2948,騒音,そうおん,14,noise,tiếng ồn,"噪音,喧闹声",소음,kebisingan,शोर,noun,1,,Word
WORD,2949,注ぎます,そそぎます,13,to pour,rót,"注入, 倒","붓다, 따르다",menuangkan,डालना,verb5,1,4,Word
WORD,2950,理想,りそう,9,ideal,lý tưởng,理想,이상,ideal,आदर्श,noun,1,,Word
WORD,2951,人類,じんるい,13,humanity,nhân loại,人类,인류,umat manusia,मानवता,noun,,1,Word
WORD,2952,調子,ちょうし,13,condition,tình trạng,"状态, 情况","컨디션, 상태",kondisi,स्थिति,noun,1,,Word
WORD,2953,盛り上がり,もりあがり,12,excitement/climax,sự hưng phấn/đỉnh điểm,高潮,분위기 고조,"klimaks, kegembiraan","उत्साह, चरम पर",noun,1,,Word
WORD,2954,単純な,たんじゅんな,9,simple,đơn giản,单纯的,단순하다,sederhana,सरल,na_adjective,1,,Word
WORD,2955,落とし物,おとしもの,7,lost property,đồ đánh rơi,遗失物,분실물,barang hilang,खोई हुई वस्तु,noun,1,,Word
WORD,2956,払います,はらいます,5,to pay,thanh toán,付款,지불하다,membayar,भुगतान करना,verb5,1,4,Word
WORD,2957,十字路,じゅうじろ,9,crossroads,ngã tư,十字路口,십자로,persimpangan,चौराहा,noun,1,3,Word
WORD,2958,趣味,しゅみ,5,hobby,sở thích,爱好,취미,hobi,शौक़,noun,,1,Word
WORD,2959,誓います,ちかいます,12,to swear,thề,发誓,맹세하다,bersumpah,कसम खाना,verb5,1,4,Word
WORD,2960,知らせます,しらせます,10,to inform,thông báo,告知,알리다,memberi tahu,सूचित करना,verb1down,1,4,Word
WORD,2961,推します,おします,14,to recommend,giới thiệu,推荐,추천하다,merekomendasikan,सिफारिश करना,verb5,1,3,Word
WORD,2962,終了,しゅうりょう,9,end/completion,kết thúc,结束,종료,selesai,समाप्ति,noun,1,,Word
WORD,2963,危ない,あぶない,4,dangerous,nguy hiểm,危险的,위험하다,berbahaya,ख़तरनाक,i_adjective,1,3,Word
WORD,2964,上着,うわぎ,9,jacket,áo khoác,外套,겉옷,pakaian luar,जैकेट,noun,1,,Word
WORD,2965,防寒着,ぼうかんぎ,13,winter clothing,áo ấm,防寒服,방한복,pakaian musim dingin,सर्दी कपड़े,noun,1,3,Word
WORD,2966,対策します,たいさくします,11,to take measures,đối sách,采取对策,대책을 세우다,mengambil tindakan,उपाय करना,verb_sa,1,6,Word
WORD,2967,予防,よぼう,11,prevention,phòng ngừa,预防,예방,pencegahan,रोकथाम,noun,1,,Word
WORD,2968,防止,ぼうし,9,prevention,phòng tránh,防止,방지,pencegahan,रोकथाम,noun,1,,Word
WORD,2969,切ない,せつない,13,painful/sad,đau lòng/buồn bã,"难受的, 痛苦的","안타까운, 애달픈",menyakitkan,दुखद,i_adjective,1,3,Word
WORD,2970,見学,けんがく,9,field trip,tham quan học hỏi,参观,견학,kunjungan,शैक्षिक यात्रा,noun,1,,Word
WORD,2971,アクセント,アクセント,12,accent,trọng âm,"重音, 口音",악센트,aksen,"उच्चारण, लहजा",noun,,1,Word
WORD,2972,特殊な,とくしゅな,12,special/peculiar,đặc biệt,特殊的,특수하다,khusus,विशेष,na_adjective,1,,Word
WORD,2973,支度します,したくします,13,to prepare,chuẩn bị,"准备, 打点","준비하다, 채비하다",mempersiapkan,तैयार करना,verb_sa,1,5,Word
WORD,2974,所在地,しょざいち,13,location,vị trí,"所在地, 地点",소재지,lokasi,स्थान,noun,1,2,Word
WORD,2975,昆虫,こんちゅう,14,insect,côn trùng,昆虫,곤충,serangga,कीट,noun,1,,Word
WORD,2976,虫,むし,9,insect,côn trùng,虫子,벌레,serangga,कीड़ा,noun,1,,Word
WORD,2977,漁師,りょうし,10,fisherman,ngư dân,渔夫,어부,nelayan,मछुआरा,noun,,1,Word
WORD,2978,猟師,りょうし,12,hunter,thợ săn,猎人,사냥꾼,pemburu,शिकारी,noun,,1,Word
WORD,2979,電話帳,でんわちょう,15,phone book,danh bạ điện thoại,电话簿,전화번호부,buku telepon,फोन बुक,noun,1,,Word
WORD,2980,竹,たけ,10,bamboo,tre,竹子,대나무,bambu,बांस,noun,1,,Word
WORD,2981,稲,いね,11,rice plant,cây lúa,稻,벼,tanaman padi,धान का पौधा,noun,,1,Word
WORD,2982,小麦,こむぎ,13,wheat,lúa mì,小麦,밀,gandum,गेहूँ,noun,1,,Word
WORD,2983,芋,いも,9,potato/yam,khoai,芋头,감자,ubi,आलू,noun,1,,Word
WORD,2984,じゃがいも,じゃがいも,8,potato,khoai tây,土豆,감자,kentang,आलू,noun,1,,Word
WORD,2985,薩摩芋,さつまいも,14,sweet potato,khoai lang,红薯,고구마,ubi jalar,शकरकंद,noun,1,,Word
WORD,2986,技術者,ぎじゅつしゃ,9,engineer/technician,kỹ sư,技术员,기술자,teknisi,तकनीशियन,noun,1,3,Word
WORD,2987,夜勤,やきん,13,night shift,ca đêm,夜班,야근,shift malam,रात की पाली,noun,1,,Word
WORD,2988,現場,げんば,9,site/scene,hiện trường,现场,현장,lokasi,घटनास्थल,noun,1,,Word
WORD,2989,砂浜,すなはま,9,sandy beach,bãi cát,沙滩,모래사장,pantai berpasir,रेतीला समुद्र तट,noun,1,,Word
WORD,2990,水たまり,みずたまり,9,puddle,vũng nước,水坑,물웅덩이,genangan air,पानी का गड्ढा,noun,1,,Word
WORD,2991,動かします,うごかします,11,to move (transitive),di chuyển,移动,움직이다,memindahkan,हिलाना,verb5,1,5,Word
WORD,2992,混みます,こみます,8,to be crowded,đông đúc,拥挤,붐비다,ramai,भीड़ होना,verb5,1,3,Word
WORD,2993,大地,だいち,11,earth/ground,đại địa,大地,대지,bumi,धरती,noun,,1,Word
WORD,2994,軽食,けいしょく,12,light meal,bữa ăn nhẹ,轻食,경식,makanan ringan,हल्का भोजन,noun,1,,Word
WORD,2995,食堂,しょくどう,9,dining hall,nhà ăn,食堂,식당,ruang makan,भोजनालय,noun,1,,Word
WORD,2996,芸術,げいじゅつ,9,art,nghệ thuật,艺术,예술,seni,कला,noun,1,,Word
WORD,2997,アート,アート,14,art,nghệ thuật,艺术,예술,seni,कला,noun,,1,Word
WORD,2998,ワーカー,ワーカー,15,worker,người lao động,工人,워커,pekerja,कार्यकर्ता,noun,1,,Word
WORD,2999,ダイニング,ダイニング,13,dining,ăn uống,"餐厅, 用餐区",다이닝,ruang makan,भोजन कक्ष,noun,,1,Word
WORD,3000,労働者,ろうどうしゃ,11,laborer,người lao động,劳动者,노동자,pekerja,मज़दूर,noun,1,3,Word
WORD,3001,作業者,さぎょうしゃ,8,worker,người làm việc,工作人员,작업자,pekerja,कार्यकर्ता,noun,1,2,Word
WORD,3002,作業します,さぎょうします,10,to work,làm việc,工作,작업하다,bekerja,काम करना,verb_sa,,1,Word
WORD,3003,蜂蜜,はちみつ,12,honey,mật ong,蜂蜜,꿀,madu,शहद,noun,1,,Word
WORD,3004,ブーツ,ブーツ,13,boots,giày bốt,靴子,부츠,sepatu bot,बूट,noun,,1,Word
WORD,3005,ペンダント,ペンダント,14,pendant,mặt dây chuyền,吊坠,펜던트,liontin,पेंडेंट,noun,,1,Word
WORD,3006,腕輪,うでわ,13,bracelet,vòng tay,"手镯, 手链",팔찌,gelang,कंगन,noun,1,,Word
WORD,3007,数珠,じゅず,15,rosary/beads,chuỗi hạt,佛珠,염주,tasbih,माला,noun,,1,Word
WORD,3008,マニュキア,マニュキア,14,manicure/nail polish,sơn móng tay,指甲油,매니큐어,cat kuku,नेल पॉलिश,noun,1,,Word
WORD,3009,口紅,くちべに,12,lipstick,son môi,口红,립스틱,lipstik,लिपस्टिक,noun,1,,Word
WORD,3010,拾得物,しゅうとくぶつ,16,found article,đồ nhặt được,拾得物,습득물,barang temuan,मिली हुई चीज़,noun,1,4,Word
WORD,3011,ボス,ボス,15,boss,ông chủ,老板,보스,bos,बॉस,noun,,1,Word
WORD,3012,キャラクター,キャラクター,11,character,nhân vật,角色,캐릭터,karakter,चरित्र,noun,1,,Word
WORD,3013,人物,じんぶつ,13,person/character,nhân vật,"人物, 角色",인물,orang,व्यक्ति,noun,,1,Word
WORD,3014,楽屋,がくや,15,dressing room,phòng hóa trang,化妆间,분장실,ruang ganti,मेकअप रूम,noun,1,,Word
WORD,3015,ステージ,ステージ,13,stage,sân khấu,舞台,"스테이지, 무대",panggung,मंच,noun,1,2,Word
WORD,3016,宿敵,しゅくてき,15,arch-enemy,kẻ thù lớn,宿敌,숙적,musuh bebuyutan,कट्टर दुश्मन,noun,1,,Word
WORD,3017,電線,でんせん,14,electric wire,dây điện,电线,전선,kabel listrik,बिजली का तार,noun,1,,Word
WORD,3018,ストッキング,ストッキング,11,stockings,quần tất,长筒袜,스타킹,stoking,स्टॉकिंग्स,noun,1,2,Word
WORD,3019,タイツ,タイツ,14,tights,quần bó,紧身裤,타이츠,celana ketat,टाइट्स,noun,,1,Word
WORD,3020,コード,コード,9,cord/code,dây/mã,代码,코드,kabel,तार,noun,,1,Word
WORD,3021,バッジ,バッジ,13,badge,huy hiệu,徽章,배지,lencana,बिल्ला,noun,1,,Word
WORD,3022,ステッカー,ステッカー,14,sticker,nhãn dán,贴纸,스티커,stiker,स्टीकर,noun,1,2,Word
WORD,3023,名札,なふだ,12,name tag,thẻ tên,名牌,명찰,tanda nama,नाम टैग,noun,1,,Word
WORD,3024,表札,ひょうさつ,11,nameplate,bảng tên,门牌,명패,papan nama,नाम पट्टिका,noun,1,,Word
WORD,3025,再起動,さいきどう,13,reboot,khởi động lại,"重启, 重新启动",재부팅,memulai ulang,रीबूट,noun,1,3,Word
WORD,3026,起動します,きどうします,10,to start up,khởi động,启动,시동하다,menyalakan,शुरू करना,verb_sa,1,5,Word
WORD,3027,しまいます,しまいます,12,to put away,cất đi,收起来,넣어 두다,menyimpan,"रखना, हटाना",verb5,1,4,Word
WORD,3028,いびき,いびき,12,snoring,tiếng ngáy,鼾声,코골이,mendengkur,खर्राटे,noun,1,,Word
WORD,3029,寝言,ねごと,14,sleep-talking,nói mơ,梦话,잠꼬대,mengigau,नींद में बोलना,noun,1,,Word
WORD,3030,よだれ,よだれ,13,drool,nước dãi,"口水, 唾液","군침, 침",air liur,लार,noun,1,,Word
WORD,3031,寝不足,ねぶそく,12,lack of sleep,thiếu ngủ,睡眠不足,수면 부족,kurang tidur,नींद की कमी,noun,1,,Word
WORD,3032,熟睡,じゅくすい,13,deep sleep,ngủ sâu,"熟睡, 酣睡",숙면,tidur nyenyak,गहरी नींद,noun,1,,Word
WORD,3033,リラックス,リラックス,11,relax,thư giãn,放松,휴식,bersantai,आराम,noun,1,2,Word
WORD,3034,試着室,しちゃくしつ,9,fitting room,phòng thử đồ,试衣间,탈의실,ruang pas,ट्रायल रूम,noun,1,3,Word
WORD,3035,未来,みらい,7,future,tương lai,未来,미래,masa depan,भविष्य,noun,,1,Word
WORD,3036,将来,しょうらい,9,future,tương lai,将来,장래,masa depan,भविष्य,noun,,1,Word
WORD,3037,ビジョン,ビジョン,15,vision,tầm nhìn,远景,비전,visi,दृष्टि,noun,,1,Word
WORD,3038,勧誘,かんゆう,11,solicitation,mời chào,劝诱,권유,ajakan,आग्रह,noun,1,,Word
WORD,3039,進めます,すすめます,13,to advance,thúc đẩy,"推进, 使前进","진행하다, 나아가게 하다",memajukan,आगे बढ़ाना,verb1down,1,4,Word
WORD,3040,薦めます,すすめます,12,to recommend,giới thiệu,推荐,추천하다,merekomendasikan,सिफारिश करना,verb1down,1,4,Word
WORD,3041,誘います,さそいます,9,to invite,mời,邀请,유혹하다,mengajak,आमंत्रित करना,verb5,1,4,Word
WORD,3042,誘惑,ゆうわく,12,temptation,cám dỗ,诱惑,유혹,godaan,प्रलोभन,noun,1,,Word
WORD,3043,誘導します,ゆうどうします,14,to guide,hướng dẫn,引导,유도하다,"memandu,mengantar",मार्गदर्शन करना,verb_sa,1,6,Word
WORD,3044,進捗,しんちょく,11,progress,tiến độ,进展,진척,kemajuan,प्रगति,noun,1,,Word
WORD,3045,抵抗します,ていこうします,11,to resist,kháng cự,抵抗,저항하다,menolak,विरोध करना,verb_sa,1,6,Word
WORD,3046,熱中します,ねっちゅうします,13,to be absorbed in,say mê,"热衷于, 沉迷于","열중하다, 몰두하다",asyik,लीन होना,verb_sa,1,6,Word
WORD,3047,夢中,むちゅう,11,engrossed/obsessed,say mê,沉迷,열중하다,asyik,लीन,noun,1,,Word
WORD,3048,娯楽,ごらく,12,entertainment,giải trí,娱乐,오락,hiburan,मनोरंजन,noun,1,,Word
WORD,3049,レジャー,レジャー,14,leisure,giải trí,休闲,레저,"rekreasi,waktu luang",अवकाश,noun,,1,Word
WORD,3050,安らぎ,やすらぎ,13,peace/comfort,bình yên/thoải mái,"安宁, 平静","평안, 안락",kedamaian,शांति,noun,1,,Word
WORD,3051,機嫌,きげん,10,mood,tâm trạng,心情,기분,suasana hati,मिज़ाज,noun,1,,Word
WORD,3052,テーマパーク,テーマパーク,13,theme park,công viên chủ đề,主题公园,테마파크,taman hiburan,थीम पार्क,noun,1,4,Word
WORD,3053,商店,しょうてん,9,shop,cửa hàng,商店,상점,toko,दुकान,noun,,1,Word
WORD,3054,漫才,まんざい,15,manzai (comedy duo),hài kịch đôi,漫才,만담,manzai,मांजाई,noun,1,3,Word
WORD,3055,手品,てじな,12,magic trick,ảo thuật,"戏法, 魔术",마술,trik sulap,जादू का खेल,noun,,1,Word
WORD,3056,マジック,マジック,15,magic,ảo thuật,魔术,마술,sulap,जादू,noun,,1,Word
WORD,3057,正しい,ただしい,7,correct,đúng,正确的,올바르다,benar,सही,i_adjective,1,3,Word
WORD,3058,善,ぜん,13,good/virtue,thiện,"善, 善行","선, 착함",kebaikan,भलाई,noun,,1,Word
WORD,3059,悪,あく,13,evil/bad,ác,"恶, 坏事","악, 나쁨",kejahatan,बुराई,noun,,1,Word
WORD,3060,オイル,オイル,9,oil,dầu,油,오일,minyak,तेल,noun,1,,Word
WORD,3061,舅,しゅうと,15,father-in-law,bố chồng/bố vợ,岳父,시아버지,ayah mertua,ससुर,noun,1,,Word
WORD,3062,姑,しゅうとめ,14,mother-in-law,mẹ chồng/mẹ vợ,"婆婆,岳母","시어머니,장모",ibu mertua,सास,noun,1,,Word
WORD,3063,姪,めい,12,niece,cháu gái,侄女,조카딸,keponakan perempuan,भतीजी,noun,1,,Word
WORD,3064,甥,おい,12,nephew,cháu trai,侄子,조카,keponakan laki-laki,भतीजा,noun,1,,Word
WORD,3065,曾孫,ひまご,11,great-grandchild,chắt,曾孙,증손자,cicit,परपोता,noun,1,,Word
WORD,3066,仕掛け,しかけ,13,device/trick,mánh khóe/thiết bị,"机关, 装置","장치, 기구",alat,यंत्र,noun,1,,Word
WORD,3067,トリック,トリック,14,trick,mánh lới,"诡计,花招",속임수,"trik,muslihat","चाल,नुस्खा",noun,,1,Word
WORD,3068,動機,どうき,12,motive,động cơ,动机,동기,motif,"उद्देश्य, प्रेरणा",noun,1,,Word
WORD,3069,アリバイ,アリバイ,15,alibi,bằng chứng ngoại phạm,不在场证明,알리바이,alibi,अलीबी,noun,1,,Word
WORD,3070,ログイン,ログイン,9,login,đăng nhập,登录,로그인,masuk,लॉगिन,noun,1,3,Word
WORD,3071,ログアウト,ログアウト,10,logout,đăng xuất,登出,로그아웃,keluar,लॉगआउट,noun,1,3,Word
WORD,3072,遷移します,せんいします,11,to transition,chuyển đổi,迁移,전이하다,bertransisi,संक्रमण करना,verb_sa,,1,Word
WORD,3073,かぼちゃ,かぼちゃ,12,pumpkin,bí đỏ,南瓜,호박,labu,कद्दू,noun,1,,Word
WORD,3074,シート,シート,11,sheet/seat,tấm/ghế,"座位, 表格",시트,lembar,शीट,noun,,1,Word
WORD,3075,ボウル,ボウル,13,bowl,bát,碗,"그릇, 보울",mangkuk,कटोरा,noun,1,,Word
WORD,3076,キャップ,キャップ,12,cap,mũ lưỡi trai/nắp,"盖子, 帽子",캡,"tutup, topi","टोपी, ढक्कन",noun,1,,Word
WORD,3077,改札,かいさつ,9,ticket gate,cổng soát vé,检票口,개찰구,gerbang tiket,टिकट द्वार,noun,1,,Word
WORD,3078,券売機,けんばいき,11,ticket vending machine,máy bán vé,售票机,매표기,mesin tiket,टिकट वेंडिंग मशीन,noun,1,3,Word
WORD,3079,店舗,てんぽ,12,store,cửa hàng,店铺,점포,toko,दुकान,noun,,1,Word
WORD,3080,テンポ,テンポ,15,tempo,nhịp độ,节奏,템포,tempo,गति,noun,,1,Word
WORD,3081,リズム,リズム,13,rhythm,nhịp điệu,节奏,리듬,irama,ताल,noun,,1,Word
WORD,3082,句点,くてん,14,period (punctuation),dấu chấm câu,句号,마침표,titik,पूर्ण विराम,noun,1,,Word
WORD,3083,読点,とうてん,15,comma (punctuation),dấu phẩy,逗点,쉼표,koma,अल्पविराम,noun,,1,Word
WORD,3084,空白,くうはく,12,blank space,khoảng trống,空白,공백,ruang kosong,खाली जगह,noun,1,,Word
WORD,3085,改行,かいぎょう,13,new line,xuống dòng,换行,줄 바꿈,baris baru,नई पंक्ति,noun,1,,Word
WORD,3086,正義,せいぎ,12,justice,chính nghĩa,正义,정의,keadilan,न्याय,noun,,1,Word
WORD,3087,メロディー,メロディー,15,melody,giai điệu,旋律,멜로디,melodi,धुन,noun,,1,Word
WORD,3088,配信,はいしん,13,delivery/distribution,phân phối/truyền tải,"发送, 发布","배달, 전송",pengiriman,वितरण,noun,1,,Word
WORD,3089,投稿します,とうこうします,12,to post,đăng tải,投稿,투고하다,memposting,पोस्ट करना,verb_sa,1,6,Word
WORD,3090,ブログ,ブログ,11,blog,blog,博客,블로그,blog,ब्लॉग,noun,1,,Word
WORD,3091,洞窟,どうくつ,14,cave,hang động,洞窟,동굴,gua,गुफा,noun,1,,Word
WORD,3092,住処,すみか,15,dwelling/den,nơi ở,住处,거처,tempat tinggal,निवास,noun,,1,Word
WORD,3093,巣,す,12,nest,tổ,巢,둥지,sarang,घोंसला,noun,,,Word
WORD,3094,空洞,くうどう,15,hollow/cavity,lỗ hổng/khoang rỗng,空洞,공동,rongga,गुहा,noun,1,,Word
WORD,3095,住まい,すまい,12,dwelling,chỗ ở,住处,주거,tempat tinggal,निवास,noun,,1,Word
WORD,3096,屋敷,やしき,13,mansion,biệt thự,"宅邸, 豪宅","저택, 대저택",rumah besar,हवेली,noun,1,,Word
WORD,3097,お経,おきょう,15,sutra,kinh Phật,经文,경전,sutra,सूत्र,noun,1,,Word
WORD,3098,塀,へい,10,wall (fence),tường rào,围墙,담,dinding,दीवार,noun,1,,Word
WORD,3099,柵,さく,9,fence,hàng rào,栅栏,울타리,pagar,बाड़,noun,1,,Word
WORD,3100,檻,おり,13,cage,chuồng,笼子,우리,kandang,पिंजरा,noun,1,,Word
WORD,3101,手錠,てじょう,15,handcuffs,còng tay,手铐,수갑,borgol,हथकड़ी,noun,1,,Word
WORD,3102,織ります,おります,15,to weave,dệt,编织,짜다,menenun,बुनना,verb5,1,3,Word
WORD,3103,縫います,ぬいます,12,to sew,may vá,缝,꿰매다,menjahit,सीना,verb5,1,3,Word
WORD,3104,蔦,つた,15,ivy,cây thường xuân,常春藤,담쟁이덩굴,tanaman merambat,आइवी,noun,1,,Word
WORD,3105,蔓,つる,14,vine,dây leo,藤蔓,덩굴,sulur,"बेल,लता",noun,,1,Word
WORD,3106,湯呑み,ゆのみ,14,teacup,tách trà,茶杯,찻잔,cangkir teh,चाय प्याला,noun,1,,Word
WORD,3107,割り箸,わりばし,9,disposable chopsticks,đũa dùng một lần,一次性筷子,나무젓가락,sumpit sekali pakai,डिस्पोजेबल चॉपस्टिक,noun,1,,Word
WORD,3108,食後,しょくご,9,after meal,sau bữa ăn,饭后,식후,setelah makan,भोजन के बाद,noun,1,,Word
WORD,3109,食前,しょくぜん,9,before meal,trước bữa ăn,饭前,식전,sebelum makan,भोजन से पहले,noun,1,,Word
WORD,3110,アウトドア,アウトドア,10,outdoor,ngoài trời,户外,야외,luar ruangan,बाहर,noun,1,4,Word
WORD,3111,天国,てんごく,9,heaven,thiên đường,天国,천국,surga,स्वर्ग,noun,,1,Word
WORD,3112,地獄,じごく,11,hell,địa ngục,地狱,지옥,neraka,नरक,noun,1,,Word
WORD,3113,あの世,あのよ,15,the other world,thế giới bên kia,彼世,저승,dunia lain,दूसरा लोक,noun,1,,Word
WORD,3114,来世,らいせ,16,next life,kiếp sau,来世,내세,akhirat,अगला जन्म,noun,,1,Word
WORD,3115,現世,げんせ,16,this world,kiếp này,现世,현세,dunia ini,यह लोक,noun,,1,Word
WORD,3116,軍人,ぐんじん,13,soldier,quân nhân,军人,군인,prajurit,सैनिक,noun,1,,Word
WORD,3117,甲羅,こうら,12,shell (of turtle),mai (rùa),甲壳,등딱지,tempurung,खोल,noun,1,,Word
WORD,3118,鱗,うろこ,11,scale (fish),vảy (cá),鳞片,비늘,sisik,शल्क,noun,1,,Word
WORD,3119,蹄,ひづめ,15,hoof,móng guốc,蹄,발굽,kuku,खुर,noun,1,,Word
WORD,3120,足跡,あしあと,11,footprint,dấu chân,足迹,발자국,jejak kaki,पैरों के निशान,noun,1,3,Word
WORD,3121,足音,あしおと,10,footsteps,tiếng bước chân,脚步声,발소리,suara langkah kaki,पदचाप,noun,1,3,Word
WORD,3122,履歴,りれき,9,history/record,lịch sử/lý lịch,履历,이력,riwayat,इतिहास,noun,1,,Word
WORD,3123,経歴,けいれき,9,career/background,lý lịch/tiểu sử,经历,경력,pengalaman,कैरियर,noun,1,,Word
WORD,3124,人望,じんぼう,13,popularity/reputation,đức vọng/sự tín nhiệm,"人望, 威望",인망,popularitas,प्रतिष्ठा,noun,1,,Word
WORD,3125,性格,せいかく,9,personality,tính cách,性格,성격,kepribadian,व्यक्तित्व,noun,1,,Word
WORD,3126,穏やかな,おだやかな,12,calm/gentle,ôn hòa/nhẹ nhàng,温和的,온화하다,"tenang, lembut","शांत, कोमल",na_adjective,1,4,Word
WORD,3127,軽やかな,かるやかな,13,light/airy,nhẹ nhàng,"轻快的, 轻盈的","가벼운, 경쾌한",ringan,हल्का,na_adjective,1,4,Word
WORD,3128,信仰,しんこう,13,faith/belief,tín ngưỡng,信仰,신앙,keyakinan,विश्वास,noun,1,,Word
WORD,3129,教徒,きょうと,13,believer/adherent,giáo dân,"教徒, 信徒","교도, 신도",penganut,अनुयायी,noun,,1,Word
WORD,3130,宗派,しゅうは,15,sect/denomination,giáo phái,宗派,종파,sekte,संप्रदाय,noun,,1,Word
WORD,3131,モスク,モスク,13,mosque,nhà thờ Hồi giáo,清真寺,모스크,masjid,मस्जिद,noun,,1,Word
WORD,3132,花粉症,かふんしょう,10,hay fever,dị ứng phấn hoa,花粉症,꽃가루 알레르기,alergi serbuk sari,पराग ज्वर,noun,1,,Word
WORD,3133,花粉,かふん,9,pollen,phấn hoa,花粉,꽃가루,serbuk sari,पराग,noun,1,,Word
WORD,3134,花びら,はなびら,11,petal,cánh hoa,花瓣,꽃잎,kelopak bunga,फूल की पंखुड़ी,noun,1,3,Word
WORD,3135,蕾,つぼみ,12,bud (flower),nụ hoa,花蕾,꽃봉오리,kuncup,कली,noun,1,,Word
WORD,3136,日傘,ひがさ,12,parasol,ô che nắng,阳伞,양산,payung matahari,धूप का छाता,noun,1,,Word
WORD,3137,長靴,ながぐつ,11,boots (rain/tall),ủng/giày ống cao,长筒靴,장화,sepatu bot,बूट,noun,1,3,Word
WORD,3138,爪切り,つめきり,9,nail clippers,kềm cắt móng,指甲刀,손톱깎이,gunting kuku,नेल क्लिपर,noun,1,3,Word
WORD,3139,ピンセット,ピンセット,11,tweezers,cái nhíp,镊子,핀셋,pinset,चिमटी,noun,1,3,Word
WORD,3140,脱毛,だつもう,13,hair removal,triệt lông,脱毛,제모,penghilangan bulu,बाल हटाना,noun,1,,Word
WORD,3141,髭剃り,ひげそり,10,shaving,cạo râu,刮胡子,면도,mencukur,शेविंग,noun,1,3,Word
WORD,3142,記号,きごう,10,symbol,ký hiệu,符号,기호,simbol,प्रतीक,noun,1,,Word
WORD,3143,数式,すうしき,10,formula (math),công thức toán học,数学公式,수식,rumus matematika,गणितीय सूत्र,noun,1,,Word
WORD,3144,券,けん,11,ticket/coupon,vé/phiếu,票,표,tiket,कूपन,noun,,1,Word
WORD,3145,マーク,マーク,10,mark,dấu hiệu,记号,마크,tanda,निशान,noun,,1,Word
WORD,3146,日光,にっこう,11,sunlight,ánh nắng,日光,햇빛,sinar matahari,धूप,noun,1,3,Word
WORD,3147,養分,ようぶん,11,nutrient,chất dinh dưỡng,养分,양분,nutrisi,पोषक तत्व,noun,,1,Word
WORD,3148,酸素,さんそ,12,oxygen,oxy,氧气,산소,oksigen,ऑक्सीजन,noun,,1,Word
WORD,3149,水素,すいそ,14,hydrogen,hydro,氢气,수소,hidrogen,हाइड्रोजन,noun,,1,Word
WORD,3150,窒素,ちっそ,15,nitrogen,nitơ,氮,질소,nitrogen,नाइट्रोजन,noun,,1,Word
WORD,3151,分解,ぶんかい,12,disassembly/decomposition,phân giải/phân hủy,分解,분해,"pembongkaran, dekomposisi","विघटन, अपघटन",noun,1,,Word
WORD,3152,肥料,ひりょう,13,fertilizer,phân bón,肥料,비료,pupuk,उर्वरक,noun,,1,Word
WORD,3153,避難所,ひなんじょ,11,shelter,nơi lánh nạn,避难所,피난소,tempat berlindung,आश्रय,noun,1,,Word
WORD,3154,避難します,ひなんします,9,to evacuate,sơ tán,避难,피난하다,mengungsi,खाली करना,verb_sa,,1,Word
WORD,3155,警告,けいこく,11,warning,cảnh báo,警告,경고,peringatan,चेतावनी,noun,1,,Word
WORD,3156,球根,きゅうこん,15,bulb (plant),củ (thực vật),球根,구근,umbi,बल्ब,noun,1,,Word
WORD,3157,スニーカー,スニーカー,13,sneakers,giày thể thao,运动鞋,운동화,sepatu kets,स्नीकर्स,noun,1,,Word
WORD,3158,クーポン,クーポン,11,coupon,phiếu giảm giá,优惠券,쿠폰,kupon,कूपन,noun,,1,Word
WORD,3159,賞与,しょうよ,14,bonus,tiền thưởng,"奖金,红利",상여금,bonus,बोनस,noun,,1,Word
WORD,3160,ボーナス,ボーナス,12,bonus,tiền thưởng,奖金,보너스,bonus,बोनस,noun,,1,Word
